cost|feature_combination|train_MSE|test_MSE|train_r^2|test_r^2|train_acc|test_acc|train_F1|test_F1
1|['AirTemp', 'QV', 'Omega', 'UWinds', 'WaveTrajectory', 'dVWinds']|0.12901960784313726|0.11912225705329153|0.48379455152363526|0.5216306074328391|0.8709803921568627|0.8808777429467085|0.8647759967118783|0.88125
4|['AirTemp', 'Omega', 'UWinds', 'VWinds', 'dAirTemp', 'dQV']|0.12509803921568627|0.11912225705329153|0.4994846867356829|0.5216306074328391|0.8749019607843137|0.8808777429467085|0.8696362893338783|0.88125
1|['AirTemp', 'QV', 'Omega', 'VWinds', 'Lon', 'dOmega']|0.13725490196078433|0.1206896551724138|0.45084526757833543|0.5153362733201132|0.8627450980392157|0.8793103448275862|0.8576078112286413|0.8809891808346213
100|['AirTemp', 'QV', 'Omega', 'UWinds', 'dAirTemp', 'dVWinds']|0.10901960784313726|0.1206896551724138|0.5638142411050778|0.5153362733201132|0.8909803921568628|0.8793103448275862|0.888532477947073|0.8809891808346213
1|['AirTemp', 'QV', 'Omega', 'UWinds', 'dOmega', 'dSeaLevPress']|0.13607843137254902|0.1206896551724138|0.4555523081419497|0.5153362733201132|0.863921568627451|0.8793103448275862|0.8595710238769729|0.8809891808346213
1|['AirTemp', 'QV', 'Omega', 'UWinds', 'Lon', 'LifeTime']|0.13098039215686275|0.11912225705329153|0.4759494839176115|0.5216306074328391|0.8690196078431373|0.8808777429467085|0.863562091503268|0.8808777429467085
1|['AirTemp', 'QV', 'Omega', 'UWinds', 'dSeaLevPress', 'LifeTime']|0.13333333333333333|0.11912225705329153|0.46653540279038297|0.5216306074328391|0.8666666666666667|0.8808777429467085|0.8605414273995078|0.8808777429467085
81|['AirTemp', 'QV', 'Omega', 'UWinds', 'WaveTrajectory', 'dVWinds']|0.11333333333333333|0.12225705329153605|0.5465550923718255|0.5090419392073875|0.8866666666666667|0.877742946708464|0.8832323232323233|0.8807339449541284
1|['AirTemp', 'QV', 'Omega', 'UWinds', 'Lat', 'dOmega']|0.13215686274509805|0.1206896551724138|0.47124244335399723|0.5153362733201132|0.8678431372549019|0.8793103448275862|0.863948324586193|0.8806201550387597
64|['AirTemp', 'QV', 'Omega', 'UWinds', 'dAirTemp', 'dVWinds']|0.11176470588235295|0.12225705329153605|0.5528311464566446|0.5090419392073875|0.888235294117647|0.877742946708464|0.8855881172219991|0.8803680981595091
1|['AirTemp', 'QV', 'Omega', 'dOmega', 'dVWinds', 'LifeTime']|0.13647058823529412|0.1206896551724138|0.45398329462074494|0.5153362733201132|0.8635294117647059|0.8793103448275862|0.8572600492206727|0.880248833592535
1|['AirTemp', 'QV', 'Omega', 'SeaLevPress', 'Lat', 'Lon']|0.12980392156862744|0.1206896551724138|0.48065652448122576|0.5153362733201132|0.8701960784313726|0.8793103448275862|0.863953966296753|0.880248833592535
1|['AirTemp', 'QV', 'Omega', 'Lon', 'LifeTime']|0.13137254901960785|0.1206896551724138|0.47438047039640674|0.5153362733201132|0.8686274509803922|0.8793103448275862|0.8616274266831888|0.8798751950078002
1|['AirTemp', 'Omega', 'UWinds', 'Lon', 'WaveTrajectory']|0.13568627450980392|0.1206896551724138|0.45712132166315445|0.5153362733201132|0.864313725490196|0.8793103448275862|0.8570247933884296|0.8798751950078002
100|['AirTemp', 'Omega', 'dAirTemp', 'dQV', 'dSeaLevPress', 'LifeTime']|0.11372549019607843|0.1238244514106583|0.5449860788506208|0.5027476050946617|0.8862745098039215|0.8761755485893417|0.8822095857026808|0.8797564687975648
1|['AirTemp', 'QV', 'Omega', 'Lon', 'dAirTemp', 'dUWinds']|0.12980392156862744|0.1206896551724138|0.48065652448122576|0.5153362733201132|0.8701960784313726|0.8793103448275862|0.8630533719486967|0.8794992175273866
1|['AirTemp', 'QV', 'Omega', 'UWinds', 'LifeTime']|0.13450980392156864|0.1206896551724138|0.4618283622267687|0.5153362733201132|0.8654901960784314|0.8793103448275862|0.8595988538681949|0.8794992175273866
1|['AirTemp', 'QV', 'Omega', 'UWinds', 'Lat', 'LifeTime']|0.13058823529411764|0.1206896551724138|0.47751849743881625|0.5153362733201132|0.8694117647058823|0.8793103448275862|0.8640261331155573|0.8794992175273866
1|['AirTemp', 'QV', 'Omega', 'SeaLevPress', 'Lon', 'dQV']|0.13215686274509805|0.1206896551724138|0.47124244335399723|0.5153362733201132|0.8678431372549019|0.8793103448275862|0.8606862339809839|0.8794992175273866
1|['AirTemp', 'Omega', 'SeaLevPress', 'UWinds', 'Lon', 'dOmega']|0.13686274509803922|0.12225705329153605|0.4524142810995402|0.5090419392073875|0.8631372549019608|0.877742946708464|0.8574928542262148|0.8792569659442725
